case_id,k,_n_nonterm,y,p
1-565045794,5,29,1,0.959716518173209
1-565045794,6,29,1,0.9222203679267146
1-565045794,7,29,1,0.9272438103204311
1-565045794,8,29,1,0.8581098319825264
1-565045794,9,29,1,0.9334766566338675
1-565045794,10,29,1,0.946911211006722
1-565045794,11,29,1,0.926588150321821
1-565045794,12,29,1,0.9487427029123765
1-567358917,1,11,1,0.9420201652984421
1-567358917,2,11,1,0.9431611663657751
1-567358917,3,11,1,0.9637805321647015
1-567358917,4,11,1,0.9836412366697135
1-567358917,5,11,1,0.9918031357972975
1-567358917,6,11,1,0.9939858620197228
1-567358917,7,11,1,0.9818629883467603
1-567358917,8,11,1,0.9853928059468084
1-567358917,9,11,1,0.9999804837588973
1-567358917,10,11,1,1.0
1-567358917,11,11,1,1.0
1-593737913,1,9,1,0.5593972673690064
1-593737913,2,9,1,0.5645825286617797
1-593737913,3,9,1,0.7045619636240121
1-593737913,4,9,1,0.8950226227018476
1-593737913,5,9,1,0.9412121936041152
1-593737913,6,9,1,0.957923680662002
1-593737913,7,9,1,0.9999999576497363
1-593737913,8,9,1,0.9999996435456686
1-593737913,9,9,1,1.0
1-605956457,1,25,1,0.9579710893156792
1-605956457,2,25,1,0.9588176939774469
1-605956457,3,25,1,0.9734782694327822
1-605956457,4,25,1,0.9911650488638446
1-605956457,5,25,1,0.9919548497209754
1-605956457,6,25,1,0.9992217285760276
1-605956457,7,25,1,0.9985912862411134
1-605956457,8,25,1,0.9983002925662862
1-605956457,9,25,1,0.9982347364803673
1-605956457,10,25,1,0.9957265088544809
1-605956457,11,25,1,0.9967085359355722
1-605956457,12,25,1,0.9962571911590202
1-638841644,1,7,1,0.8721756354692818
1-638841644,2,7,1,0.8745742823288284
1-638841644,3,7,1,0.9125205267613955
1-638841644,4,7,1,0.8959775606406205
1-638841644,5,7,1,0.9403457285166
1-638841644,6,7,1,0.9828302784220401
1-638841644,7,7,1,1.0
1-649830550,1,16,1,0.579524385119775
1-649830550,2,16,1,0.5846282841756856
1-649830550,3,16,1,0.6744390368119259
1-649830550,4,16,1,0.7426405267089632
1-649830550,5,16,1,0.8122011909285305
1-649830550,6,16,1,0.8536306485449983
1-649830550,7,16,1,0.951683578902729
1-649830550,8,16,1,0.9872019481238115
1-649830550,9,16,1,0.986297355253032
1-649830550,10,16,1,0.9999999999443876
1-649830550,11,16,1,0.9999999991060438
1-649830550,12,16,1,0.9999999645669461
1-657323705,1,5,1,0.8839956814788518
1-657323705,2,5,1,0.8861394896349247
1-657323705,3,5,1,0.94035488168327
1-657323705,4,5,1,0.9999992164864647
1-657323705,5,5,1,0.9999999995932731
1-686398767,1,9,1,0.8890488052622076
1-686398767,2,9,1,0.8911753506487802
1-686398767,3,9,1,0.9268380664158088
1-686398767,4,9,1,0.9089181682986541
1-686398767,5,9,1,0.9369182415497079
1-686398767,6,9,1,0.979518535517968
1-686398767,7,9,1,0.9767953528691311
1-686398767,8,9,1,0.9817063379019888
1-686398767,9,9,1,0.9756453914249057
1-686497432,1,53,1,0.9478926958101663
1-686497432,2,53,1,0.9489218566235311
1-686497432,3,53,1,0.9582571304656955
1-686497432,4,53,1,0.9709592883495844
1-686497432,5,53,1,0.9644481153270638
1-686497432,6,53,1,0.9745515976443521
1-686497432,7,53,1,0.975505806711817
1-686497432,8,53,1,0.9942391759187164
1-686497432,9,53,1,0.9962827246196153
1-686497432,10,53,1,0.9998991162606939
1-686497432,11,53,1,0.9998545732421417
1-686497432,12,53,1,0.9998677380583394
1-687710013,1,5,1,0.9369356720863369
1-687710013,2,5,1,0.9382099841465498
1-687710013,3,5,1,0.977857056020712
1-687710013,4,5,1,0.9345130753999324
1-687710013,5,5,1,0.9591247187994303
1-691950241,1,13,1,0.9834109272621416
1-691950241,2,13,1,0.9837386510995866
1-691950241,3,13,1,0.9715476994442538
1-691950241,4,13,1,0.9997450978162252
1-691950241,5,13,1,0.9993665508339478
1-691950241,6,13,1,0.9994984673239046
1-691950241,7,13,1,0.9999664702382638
1-691950241,8,13,1,0.9999894404930791
1-691950241,9,13,1,0.9999876548757601
1-691950241,10,13,1,0.9999985858369053
1-691950241,11,13,1,0.9999980652457541
1-691950241,12,13,1,0.9999980102638606
1-692918254,1,9,1,0.7765821841266238
1-692918254,2,9,1,0.780235451002851
1-692918254,3,9,1,0.6581349506474451
1-692918254,4,9,1,0.9980786670384506
1-692918254,5,9,1,0.9960730818011081
1-692918254,6,9,1,0.9999999948165101
1-692918254,7,9,1,0.9999999616494296
1-692918254,8,9,1,0.999999936102539
1-692918254,9,9,1,0.9999999536042924
1-695870591,1,16,1,0.820115638064285
1-695870591,2,16,1,0.8947739956929037
1-695870591,3,16,1,0.9269766046010073
1-695870591,4,16,1,0.9343065425378534
1-695870591,5,16,1,0.9620972161365603
1-695870591,6,16,1,0.9700985321132597
1-695870591,7,16,1,0.9520294268054582
1-695870591,8,16,1,0.9716963487250473
1-695870591,9,16,1,0.9659778993632955
1-695870591,10,16,1,0.978639678973662
1-695870591,11,16,1,0.9762100075743715
1-695870591,12,16,1,0.9792638736593735
1-696894381,1,3,1,0.818900418644267
1-696894381,2,3,1,0.8216839557777132
1-696894381,3,3,1,0.8720440789684306
1-699297808,1,4,1,0.5100867050236529
1-699297808,2,4,1,0.515461542113666
1-699297808,3,4,1,0.5673177530522655
1-699297808,4,4,1,0.6583441920241928
1-699719677,1,10,1,0.8565283148150377
1-699719677,2,10,1,0.8593327007596865
1-699719677,3,10,1,0.9420015338587213
1-699719677,4,10,1,0.9919811674780196
1-699719677,5,10,1,0.9897409587093344
1-699719677,6,10,1,0.9940139150454929
1-699719677,7,10,1,0.9999833378498917
1-699719677,8,10,1,0.9999869636343656
1-699719677,9,10,1,0.9999852362866298
1-699719677,10,10,1,0.999997685624368
1-700370143,1,12,1,0.8613342589348653
1-700370143,2,12,1,0.8638508021896566
1-700370143,3,12,1,0.9243380900720273
1-700370143,4,12,1,0.9237796849816265
1-700370143,5,12,1,0.9858715610682319
1-700370143,6,12,1,0.9829994883775356
1-700370143,7,12,1,0.9844749022106738
1-700370143,8,12,1,0.999812916288323
1-700370143,9,12,1,0.9996415991010081
1-700370143,10,12,1,0.9999651204254266
1-700370143,11,12,1,0.9999238903825501
1-700370143,12,12,1,0.9999997642590671
1-700955144,1,60,1,0.9709867926755728
1-700955144,2,60,1,0.9715795719257716
1-700955144,3,60,1,0.9814062989746865
1-700955144,4,60,1,0.9910130420502639
1-700955144,5,60,1,0.9923549088517315
1-700955144,6,60,1,0.9929326911254692
1-700955144,7,60,1,0.9996898327291577
1-700955144,8,60,1,0.9942550050341482
1-700955144,9,60,1,0.9957928559704858
1-700955144,10,60,1,0.9993762295712795
1-700955144,11,60,1,0.9989602512599893
1-700955144,12,60,1,0.9992990629746908
1-701820421,1,28,1,0.9888391268097443
1-701820421,2,28,1,0.9890808822236977
1-701820421,3,28,1,0.990797372252661
1-701820421,4,28,1,0.9936623863744145
1-701820421,5,28,1,0.9748698170956365
1-701820421,6,28,1,0.9774310543624519
1-701820421,7,28,1,0.9744728209446893
1-701820421,8,28,1,0.9986428677474104
1-701820421,9,28,1,0.9985179673066603
1-701820421,10,28,1,0.9932958293536179
1-701820421,11,28,1,0.996243517846558
1-701820421,12,28,1,0.9965530121305556
1-702586831,1,8,1,0.6910355436346093
1-702586831,2,8,1,0.6963870965934723
1-702586831,3,8,1,0.7335536708813184
1-702586831,4,8,1,0.7272434291371489
1-702586831,5,8,1,0.7823239436946802
1-702586831,6,8,1,0.9992674376056238
1-702586831,7,8,1,0.999457382716494
1-702586831,8,8,1,0.999999999058973
1-702667331,1,22,1,0.8794729000647553
1-702667331,2,22,1,0.8820472311808957
1-702667331,3,22,1,0.852260673594096
1-702667331,4,22,1,0.8816032548989489
1-702667331,5,22,1,0.9103833729453186
1-702667331,6,22,1,0.9294813190229855
1-702667331,7,22,1,0.9020760991194706
1-702667331,8,22,1,0.9215306588475101
1-702667331,9,22,1,0.8872353304254325
1-702667331,10,22,1,0.9263936204431684
1-702667331,11,22,1,0.9448178760615225
1-702667331,12,22,1,0.9779913926855283
1-703263656,1,7,1,0.851975805485175
1-703263656,2,7,1,0.8546710371946695
1-703263656,3,7,1,0.8769158194270917
1-703263656,4,7,1,0.7414888456739107
1-703263656,5,7,1,0.7690971996754403
1-703263656,6,7,1,0.792549451004164
1-703263656,7,7,1,0.836359683488825
1-703547921,1,4,1,0.7344660425791535
1-703547921,2,4,1,0.7385640333895233
1-703547921,3,4,1,0.9965770992280554
1-703547921,4,4,1,0.9999905515203009
1-703999194,1,9,1,0.5863996339640729
1-703999194,2,9,1,0.5926091708202536
1-703999194,3,9,1,0.681673907891594
1-703999194,4,9,1,0.8135330063243841
1-703999194,5,9,1,0.702894678039695
1-703999194,6,9,1,0.6125979761991929
1-703999194,7,9,1,0.7398131302462629
1-703999194,8,9,1,0.7558306596238438
1-703999194,9,9,1,0.8503084482176748
1-705739949,1,6,1,0.9125274897406065
1-705739949,2,6,1,0.9142498677321179
1-705739949,3,6,1,0.9198629098975162
1-705739949,4,6,1,0.96839093195772
1-705739949,5,6,1,0.9522802285010974
1-705739949,6,6,1,0.9376767554763481
1-705791051,1,7,1,0.9840616275811199
1-705791051,2,7,1,0.9844592051839306
1-705791051,3,7,1,0.970898698655803
1-705791051,4,7,1,0.9162198249969267
1-705791051,5,7,1,0.9326107779111142
1-705791051,6,7,1,0.9246941537123401
1-705791051,7,7,1,0.9429198532442113
1-705991296,1,25,1,0.9655658670836598
1-705991296,2,25,1,0.9662675955846679
1-705991296,3,25,1,0.9879819121068784
1-705991296,4,25,1,0.9890935404306901
1-705991296,5,25,1,0.9545019808518455
1-705991296,6,25,1,0.9579136510376103
1-705991296,7,25,1,0.9456800919360739
1-705991296,8,25,1,0.9557877650281279
1-705991296,9,25,1,0.9812451493379275
1-705991296,10,25,1,0.9890202024868368
1-705991296,11,25,1,0.9918525975167379
1-705991296,12,25,1,0.9905866454265493
1-706221681,1,7,1,0.8518947293521997
1-706221681,2,7,1,0.8158163584131085
1-706221681,3,7,1,0.9213513646241465
1-706221681,4,7,1,0.9723809364108815
1-706221681,5,7,1,0.9785358036518048
1-706221681,6,7,1,0.985747981657567
1-706221681,7,7,1,0.9895806081024445
1-707231563,1,20,1,0.5122637029360136
1-707231563,2,20,1,0.5177945130468125
1-707231563,3,20,1,0.6413905240029852
1-707231563,4,20,1,0.5429332556983468
1-707231563,5,20,1,0.5999729463064037
1-707231563,6,20,1,0.5002447538853415
1-707231563,7,20,1,0.633464375943008
1-707231563,8,20,1,0.7920220502578642
1-707231563,9,20,1,0.8397906701056089
1-707231563,10,20,1,0.9996431229781453
1-707231563,11,20,1,0.9991340627910243
1-707231563,12,20,1,0.999254405860894
1-708116786,1,4,1,0.979911174734413
1-708116786,2,4,1,0.9688098725008464
1-708116786,3,4,1,0.8687832190261905
1-708116786,4,4,1,0.9999951146208576
1-708654057,1,21,1,0.9256012359304937
1-708654057,2,21,1,0.9270629148332235
1-708654057,3,21,1,0.9813644173266488
1-708654057,4,21,1,0.9848078745230291
1-708654057,5,21,1,0.961093600415902
1-708654057,6,21,1,0.951086452883508
1-708654057,7,21,1,0.9546058816419722
1-708654057,8,21,1,0.988797761699169
1-708654057,9,21,1,0.9974820765879366
1-708654057,10,21,1,0.9975329893060187
1-708654057,11,21,1,0.993655041795664
1-708654057,12,21,1,0.9914938714565361
1-708824660,1,21,1,0.946666051022675
1-708824660,2,21,1,0.9477243277083521
1-708824660,3,21,1,0.9753558253843009
1-708824660,4,21,1,0.9848500818402312
1-708824660,5,21,1,0.9631124248109557
1-708824660,6,21,1,0.9709433396040311
1-708824660,7,21,1,0.9622824255535175
1-708824660,8,21,1,0.977867679759448
1-708824660,9,21,1,0.9803821762048758
1-708824660,10,21,1,0.986546054302991
1-708824660,11,21,1,0.9912056972119782
1-708824660,12,21,1,0.9943816513535743
1-709542591,1,19,1,0.9958446580838831
1-709542591,2,19,1,0.9956226364825992
1-709542591,3,19,1,0.996384205517971
1-709542591,4,19,1,0.9976019537258906
1-709542591,5,19,1,0.9904252647323208
1-709542591,6,19,1,0.9920376681650704
1-709542591,7,19,1,0.9910496800384914
1-709542591,8,19,1,0.9973141662781224
1-709542591,9,19,1,0.9977843570510638
1-709542591,10,19,1,0.9985379270576402
1-709542591,11,19,1,0.9983229564841836
1-709542591,12,19,1,0.9984367555613005
1-709544188,1,12,1,0.9766129445985918
1-709544188,2,12,1,0.9771236847753552
1-709544188,3,12,1,0.9853714349413374
1-709544188,4,12,1,0.9895567949975659
1-709544188,5,12,1,0.9903700594363841
1-709544188,6,12,1,0.9750831014913508
1-709544188,7,12,1,0.9848301140827997
1-709544188,8,12,1,0.987329654507486
1-709544188,9,12,1,0.989523448331279
1-709544188,10,12,1,0.9891488226957298
1-709544188,11,12,1,0.9900416105093475
1-709544188,12,12,1,0.9999538067425534
1-709663406,1,44,1,0.8275245445762202
1-709663406,2,44,1,0.830497113022242
1-709663406,3,44,1,0.8782166717510718
1-709663406,4,44,1,0.9496431741488413
1-709663406,5,44,1,0.9932092787833298
1-709663406,6,44,1,0.9923943770267564
1-709663406,7,44,1,0.997196288598842
1-709663406,8,44,1,0.9964413961249422
1-709663406,9,44,1,0.9989034644979761
1-709663406,10,44,1,0.9989288607690561
1-709663406,11,44,1,0.9983871489622933
1-709663406,12,44,1,0.9983347569868644
1-709758563,1,11,1,0.9758134935663918
1-709758563,2,11,1,0.9763306432816573
1-709758563,3,11,1,0.9799287242317838
1-709758563,4,11,1,0.9903347196518526
1-709758563,5,11,1,0.9898481036715505
1-709758563,6,11,1,0.989567386820317
1-709758563,7,11,1,0.9941102089861867
1-709758563,8,11,1,0.9981019605788705
1-709758563,9,11,1,0.9985794707137232
1-709758563,10,11,1,0.9999929749221004
1-709758563,11,11,1,0.9999866760604101
1-709831036,1,12,1,0.9664179451545305
1-709831036,2,12,1,0.9671157857762899
1-709831036,3,12,1,0.9884270630130034
1-709831036,4,12,1,0.9910492267824323
1-709831036,5,12,1,0.9918509640208428
1-709831036,6,12,1,0.991461021285605
1-709831036,7,12,1,0.9932803369309129
1-709831036,8,12,1,0.9865200923477061
1-709831036,9,12,1,0.9915186444773884
1-709831036,10,12,1,0.9920603202901697
1-709831036,11,12,1,0.9931835470185139
1-709831036,12,12,1,0.9999587745800107
1-710177495,1,50,1,0.9765974932943712
1-710177495,2,50,1,0.9771083353390854
1-710177495,3,50,1,0.983592278257801
1-710177495,4,50,1,0.96772006719487
1-710177495,5,50,1,0.9691734948841224
1-710177495,6,50,1,0.997927978044753
1-710177495,7,50,1,0.998500195969842
1-710177495,8,50,1,0.997781844900604
1-710177495,9,50,1,0.9988177813667796
1-710177495,10,50,1,0.9983300136948362
1-710177495,11,50,1,0.9991016187840467
1-710177495,12,50,1,0.9989701140712931
1-713472354,1,27,1,0.850415923780884
1-713472354,2,27,1,0.8531255483917796
1-713472354,3,27,1,0.9956841205640111
1-713472354,4,27,1,0.9904047490697604
1-713472354,5,27,1,0.9914760691849731
1-713472354,6,27,1,0.9940631741653504
1-713472354,7,27,1,0.9917946810170657
1-713472354,8,27,1,0.9957585810718005
1-713472354,9,27,1,0.9957558775701935
1-713472354,10,27,1,0.9992197017346006
1-713472354,11,27,1,0.9994515626342284
1-713472354,12,27,1,0.9992006600760969
1-715689451,1,3,1,0.9166776101855624
1-715689451,2,3,1,0.9182944454009158
1-715689451,3,3,1,0.9987072324292764
1-715731471,1,19,1,0.9013741758712314
1-715731471,2,19,1,0.9032392965086804
1-715731471,3,19,1,0.9512661169116305
1-715731471,4,19,1,0.9635500932432732
1-715731471,5,19,1,0.9670012444111595
1-715731471,6,19,1,0.9813917496703168
1-715731471,7,19,1,0.9829187107797951
1-715731471,8,19,1,0.9573213815277252
1-715731471,9,19,1,0.984015146074499
1-715731471,10,19,1,0.9999495395858552
1-715731471,11,19,1,0.9998577593045914
1-715731471,12,19,1,0.9999441949022665
1-716114500,1,5,1,0.6898919630005016
1-716114500,2,5,1,0.6943693963982336
1-716114500,3,5,1,0.781663356093064
1-716114500,4,5,1,0.8649765037286581
1-716114500,5,5,1,0.8740758678816634
1-716221928,1,22,1,0.819763049023142
1-716221928,2,22,1,0.8230563709300176
1-716221928,3,22,1,0.8733551575344626
1-716221928,4,22,1,0.9463275720560924
1-716221928,5,22,1,0.9457095635818945
1-716221928,6,22,1,0.9652350307956877
1-716221928,7,22,1,0.9559826070427655
1-716221928,8,22,1,0.9639019035364739
1-716221928,9,22,1,0.9751544845081627
1-716221928,10,22,1,0.9761369199950142
1-716221928,11,22,1,0.9707074069509819
1-716221928,12,22,1,0.9986867583870037
1-716587209,1,10,1,0.8388293297343945
1-716587209,2,10,1,0.8416722648413422
1-716587209,3,10,1,0.8507851790851338
1-716587209,4,10,1,0.8459736110088263
1-716587209,5,10,1,0.8632607558289499
1-716587209,6,10,1,0.9977678448098144
1-716587209,7,10,1,0.9881002570218708
1-716587209,8,10,1,0.9914341045435139
1-716587209,9,10,1,0.9925581582304703
1-716587209,10,10,1,0.9843614864863499
1-717431477,1,8,1,0.9797793723024908
1-717431477,2,8,1,0.980217616050703
1-717431477,3,8,1,0.9891126238710719
1-717431477,4,8,1,0.9828798001175159
1-717431477,5,8,1,0.9883443240657522
1-717431477,6,8,1,0.9927361772535009
1-717431477,7,8,1,0.9923959349981357
1-717431477,8,8,1,0.9999758698588346
1-717714208,1,13,1,0.9141751060674725
1-717714208,2,13,1,0.9165524121597469
1-717714208,3,13,1,0.9598321914239111
1-717714208,4,13,1,0.9497375897763506
1-717714208,5,13,1,0.9383331100334782
1-717714208,6,13,1,0.9586214044118085
1-717714208,7,13,1,0.9644566653360458
1-717714208,8,13,1,0.9606437347517655
1-717714208,9,13,1,0.9470527641069884
1-717714208,10,13,1,0.9416955131918957
1-717714208,11,13,1,0.9959866027507424
1-717714208,12,13,1,0.9887167405974278
1-717726137,1,5,1,0.9809149900190252
1-717726137,2,5,1,0.981311885815862
1-717726137,3,5,1,0.9893357417895687
1-717726137,4,5,1,0.9999519144455858
1-717726137,5,5,1,0.9998554469984701
1-717764374,1,6,1,0.9759110686855064
1-717764374,2,6,1,0.9764344231368327
1-717764374,3,6,1,0.9905259424425946
1-717764374,4,6,1,0.9872599385898726
1-717764374,5,6,1,0.9912749700078707
1-717764374,6,6,1,0.9990636057628004
1-717799091,1,22,1,0.975540336241826
1-717799091,2,22,1,0.9704359185307599
1-717799091,3,22,1,0.9765849161734498
1-717799091,4,22,1,0.9666993615185085
1-717799091,5,22,1,0.9923292241608628
1-717799091,6,22,1,0.9941553225259714
1-717799091,7,22,1,0.9954023941180197
1-717799091,8,22,1,0.9990395367066011
1-717799091,9,22,1,0.9996289832963451
1-717799091,10,22,1,0.9987523153683071
1-717799091,11,22,1,0.9990230183577693
1-717799091,12,22,1,0.9983164455984291
1-717918204,1,3,1,0.6051068320215905
1-717918204,2,3,1,0.846038710988136
1-717918204,3,3,1,0.9850204592591512
1-718089090,1,3,1,0.9733534699849418
1-718089090,2,3,1,0.9739097647384097
1-718089090,3,3,1,0.9857713358376279
1-718977997,1,9,1,0.6511119048104059
1-718977997,2,9,1,0.6559877091207534
1-718977997,3,9,1,0.8225859908924322
1-718977997,4,9,1,0.8160567455177364
1-718977997,5,9,1,0.8769096720677864
1-718977997,6,9,1,0.9439919897992191
1-718977997,7,9,1,0.9756981977856509
1-718977997,8,9,1,0.9912753160467058
1-718977997,9,9,1,0.9913518453051742
1-719171831,1,30,1,0.8364620884505036
1-719171831,2,30,1,0.8385961938804855
1-719171831,3,30,1,0.8044596098591097
1-719171831,4,30,1,0.8717639114493765
1-719171831,5,30,1,0.8937918216957089
1-719171831,6,30,1,0.5759675794243305
1-719171831,7,30,1,0.5479981852061735
1-719171831,8,30,1,0.5675822367875811
1-719171831,9,30,1,0.8884891342512828
1-719171831,10,30,1,0.8546861101059532
1-719171831,11,30,1,0.8814022515336476
1-719171831,12,30,1,0.8416478382521267
1-719199551,1,8,1,0.7740265185367893
1-719199551,2,8,1,0.777761865638366
1-719199551,3,8,1,0.8375054544721301
1-719199551,4,8,1,0.8458500485178649
1-719199551,5,8,1,0.8399622168475368
1-719199551,6,8,1,0.847094379155506
1-719199551,7,8,1,0.9995424689843104
1-719199551,8,8,1,0.9989961515992163
1-719278453,1,16,1,0.7563264713716774
1-719278453,2,16,1,0.7603467642494178
1-719278453,3,16,1,0.8350151237625186
1-719278453,4,16,1,0.9089846885822122
1-719278453,5,16,1,0.9171621689350148
1-719278453,6,16,1,0.9850962276884015
1-719278453,7,16,1,0.9870493711844647
1-719278453,8,16,1,0.9868032804544393
1-719278453,9,16,1,0.9893108866978058
1-719278453,10,16,1,0.9902444131481141
1-719278453,11,16,1,0.9918954781888174
1-719278453,12,16,1,0.9993008150946375
1-719401266,1,22,1,0.6371020405632759
1-719401266,2,22,1,0.6438460106187844
1-719401266,3,22,1,0.6894640550205762
1-719401266,4,22,1,0.7636927140469416
1-719401266,5,22,1,0.9052535828698655
1-719401266,6,22,1,0.8811790808604899
1-719401266,7,22,1,0.9276305251267377
1-719401266,8,22,1,0.8259524715333986
1-719401266,9,22,1,0.8967880603272621
1-719401266,10,22,1,0.9501156855823616
1-719401266,11,22,1,0.9632990683202504
1-719401266,12,22,1,0.9412815391468633
1-719527701,1,11,1,0.9440920730616593
1-719527701,2,11,1,0.9321770964046338
1-719527701,3,11,1,0.9458390427899998
1-719527701,4,11,1,0.9851802817859397
1-719527701,5,11,1,0.9893374131112282
1-719527701,6,11,1,0.9925620350512087
1-719527701,7,11,1,0.9942493969006438
1-719527701,8,11,1,0.9939673074763086
1-719527701,9,11,1,0.9987338747327085
1-719527701,10,11,1,0.9985523259960304
1-719527701,11,11,1,0.999165684471645
1-719562894,1,18,1,0.7304138978272037
1-719562894,2,18,1,0.734533440548206
1-719562894,3,18,1,0.7881919722265931
1-719562894,4,18,1,0.774853180232364
1-719562894,5,18,1,0.7742225849869354
1-719562894,6,18,1,0.768154543023292
1-719562894,7,18,1,0.8974833432704711
1-719562894,8,18,1,0.8944651198003
1-719562894,9,18,1,0.7222599806150791
1-719562894,10,18,1,0.7690755170169902
1-719562894,11,18,1,0.8085264013058956
1-719562894,12,18,1,0.7868875035489953
1-719604235,1,9,1,0.9406322589187712
1-719604235,2,9,1,0.941960025541741
1-719604235,3,9,1,0.9429481889434166
1-719604235,4,9,1,0.7198625066934627
1-719604235,5,9,1,0.7485866302105282
1-719604235,6,9,1,0.6870069820842917
1-719604235,7,9,1,0.9229193661153727
1-719604235,8,9,1,0.9794371243628691
1-719604235,9,9,1,0.979512236787435
1-719999107,1,12,1,0.46854410889337933
1-719999107,2,12,1,0.4740514434868803
1-719999107,3,12,1,0.5701011488172766
1-719999107,4,12,1,0.49095930796515896
1-719999107,5,12,1,0.4956240569200938
1-719999107,6,12,1,0.5720404460365605
1-719999107,7,12,1,0.5467159078164118
1-719999107,8,12,1,0.8114059647016844
1-719999107,9,12,1,0.9855923401717114
1-719999107,10,12,1,0.9726351357195094
1-719999107,11,12,1,0.9704787489805208
1-719999107,12,12,1,0.9613537951699568
1-720238611,1,2,1,0.7655085529179747
1-720238611,2,2,1,0.7802844057896825
1-720286653,1,5,1,0.6890654244867697
1-720286653,2,5,1,0.6935939768573574
1-720286653,3,5,1,0.7701455815720779
1-720286653,4,5,1,0.9012917621045795
1-720286653,5,5,1,0.9896742199965589
1-720314291,1,4,1,0.9240209605317014
1-720314291,2,4,1,0.925524791510833
1-720314291,3,4,1,0.9602540687156955
1-720314291,4,4,1,0.961427398767738
1-720344447,1,8,1,0.47544671731084637
1-720344447,2,8,1,0.48072892687604246
1-720344447,3,8,1,0.9822838734703884
1-720344447,4,8,1,0.982075648883036
1-720344447,5,8,1,0.9716510926681325
1-720344447,6,8,1,0.9795013509049613
1-720344447,7,8,1,0.9731844467596914
1-720344447,8,8,1,0.9822732571812213
1-720348105,1,4,1,0.8851180484507997
1-720348105,2,4,1,0.8872458557640878
1-720348105,3,4,1,0.9351067005984494
1-720348105,4,4,1,0.9930748773837019
1-722031971,1,20,1,0.7854754643997135
1-722031971,2,20,1,0.6230577120040259
1-722031971,3,20,1,0.6774344313884545
1-722031971,4,20,1,0.92698410003332
1-722031971,5,20,1,0.9448593817697165
1-722031971,6,20,1,0.9788307436248791
1-722031971,7,20,1,0.9799408842284113
1-722031971,8,20,1,0.9753658545197323
1-722031971,9,20,1,0.984983210638505
1-722031971,10,20,1,0.9654357856647854
1-722031971,11,20,1,0.9712662749650731
1-722031971,12,20,1,0.9659645316876884
1-722332101,1,16,1,0.5594081093293455
1-722332101,2,16,1,0.5665224334527524
1-722332101,3,16,1,0.6762035145937925
1-722332101,4,16,1,0.7458483300981755
1-722332101,5,16,1,0.7878329585885423
1-722332101,6,16,1,0.5916711372541423
1-722332101,7,16,1,0.7253050108716256
1-722332101,8,16,1,0.8439895413604057
1-722332101,9,16,1,0.9194046763286076
1-722332101,10,16,1,0.9273366335183326
1-722332101,11,16,1,0.9112976264638984
1-722332101,12,16,1,0.9328497685272585
1-722362086,1,71,1,0.7971708734358257
1-722362086,2,71,1,0.8005438376274222
1-722362086,3,71,1,0.9032150541100552
1-722362086,4,71,1,0.9340848647184721
1-722362086,5,71,1,0.9404827451703517
1-722362086,6,71,1,0.9546586949593302
1-722362086,7,71,1,0.9574859998281057
1-722362086,8,71,1,0.9790832297075789
